category,rating,text,label,date
Toys,5,"This is such a fun little set, and the instructions are easy to follow. I would recommend.",1,2019-01-02
Toys,5,"Great for charging more than one battery, the only thing I didn't like is the tiny one.",1,2019-01-02
Toys,5,"Cool figure, excellent work with paint, very fast deliver. I like it.",0,2019-01-02
Toys,5,"Nice action figure for my daughter. Not fully posable, but still fun for her to play with.  Nice big size for small hands.",0,2019-01-02
Toys,2,"The bear isn't soft and doesn't chew on the legs.

The only reason I gave this a 4 stars is because I thought",1,2019-01-02
Toys,5,My boys love their little cars. The pieces are sturdy and the cars are just the right size.I bought this for my son for Christmas and,1,2019-01-02
Toys,5,Gave to my grandson who turned 6.  Had to have help putting it together...but he loved playing with it.  Was smaller in size than we thought it would be...but still loved it!,0,2019-01-02
Toys,5,Both were able to pickup the rules quickly at the age of 6. I enjoyed playing so much that I purchased the wooden gobblet game. This us obviously geared towards children and has less pieces.,0,2019-01-02
Toys,5,"The best.  You get several toys in one.  Sound when snail moves is hilarious and so clear.  My daughter loved this toy.  Because of the design and multiple toys in one, it lasts through several stages of development.",0,2019-01-02
Toys,5,"I bought this for my niece. It is so cute! She loved it! It's small, so it won't take up too much space. But big enough for little hands to grab and play with it. Such a fun idea! I will be buying one for my daughter.",0,2019-01-02
Toys,3,"These are thin and flimsy but we only used the as party hats for a few hours. So for the price, they did what we expected. Just don't expect to get a lot of use or long term use out of them. They fit 2-8 year olds just fine.",0,2019-01-02
Toys,5,"Wow, this is CRAZY fun. The pieces are sturdy and the puzzle is well made. The pieces are colorful and the pieces look like they're going to break easily. The pieces are a little hard to get on the floor, but it's not that big of a deal.",1,2019-01-02
Toys,4,This is a great game if you have hours to spare. By now you would think the community chest and chance cards qould either be plastic or laminated.  For tge price of the game i expect those cards to be laminated. Or at least thise cards sold separately aling with houses & hotels. Otherwise your buying a whole new game if you lose the pieces,0,2019-01-02
Toys,1,"The idea behind these was that it was an inexpensive way for a child to learn about the universe.

I had to get a solid version of the game, so it was pretty easy to play.

The problem I had was that the game was rather simple.

It took a bit of patience to assemble and it took me about 3-4 hours to finish",1,2019-01-02
Toys,5,"This gym is great, my son started using it when he was around 6 weeks old, and now he is 8 months and still loves to play with the toys. It was very helpful as we could put him on the mat and have our dinner. He even learned to turn over to his back at the age of 2.5 months by holding the mat.
The music is very good - we don't get tired of it for months.",0,2019-01-02
Toys,5,"This monster truck is really cool. It can perform wheelies and tailspins and all sorts of great stunts. You press down on the spoiler to rev the engine. It has flames coming out of the back that light up. This toy is really easy to use. The younger kids had no trouble using it. It is a nice bright red color and appears to be well made.
This toy is great for both boys and girls. Any kid who loves playing with cars will love playing with this truck. It runs of 4 AA batteries which are included.",0,2019-01-02
Toys,5,"This game sat on my desk for a long time. I didn't play it for a long time.  I had to get a new one.  I think this is a great game to play.  It's a little difficult for a younger child to understand.  The rules are simple enough to understand that it's not difficult to understand.  It's a little challenging for older kids.  This is not a ""best"" game, but it's well worth the price.  I recommend this for all ages.Cute, fun game for our little ones!  We have been playing it a few times now and it has been a favorite.  It is a fun game for all ages",1,2019-01-02
Clothing,5,So cute!! Fit really well and have kept me warm. I will keep this bag in my house,1,2019-01-02
Clothing,5,Love this top so comfortable and washes well.,0,2019-01-02
Clothing,5,"It will be for a present, but look comfortable and ok about the size",0,2019-01-02
Clothing,5,The bags are excellent but the pockets are wide and tight.  I need a small size larger.,1,2019-01-02
Clothing,1,"I have several pairs of Merrells and they are all very nice, just the way they look.",1,2019-01-02
Clothing,5,"Bought this for my 7 year old for a trip to Disneyland in March, fits perfect and is super cute.",0,2019-01-02
Clothing,4,"They are real light and comfortable. My feet felt fine all day especially standing on concrete floors for the most part.
Will by others in different colors.",0,2019-01-02
Clothing,2,"Print was pretty, top was a little too long, and I didn't like the heel.  The other pair I had was a little tighter",1,2019-01-02
Clothing,5,"I received them super fast, and they are very comfortable. I will keep them for a long time.I bought this for my son, and he is very happy with the purchase.",1,2019-01-02
Clothing,5,"I was looking for a pair of shoes with a comfortable fit.  These were the perfect fit.  The top is a nice, solid and comfortable fit.  I was very pleased with the purchase",1,2019-01-02
Clothing,5,"This ring is stunning!  I love the look and feel of it!  I am 5'6"" and the dress fit perfectly.  The ring is a little short in the middle, but it still looks",1,2019-01-02
Clothing,4,"This shirt doesn't really look like it does in the photo but it's still a pretty nice shirt. I bought this for my son, he loves it! He wears it often and it's comfortable.",1,2019-01-02
Clothing,3,"I am ordered other Woolx shirts. The quality is good but the fit is just a little tight.I bought this for my son, he loves it! He wears a 6.5 and it fits him perfectly. He wears a medium",1,2019-01-02
Clothing,3,"Nothing like i expected to say the least. Its super thin material and very cheap looking overpriced costume. I bought this for my nephew and he seems to like it, after hallooween im dumping it. If they sold it cheaper i could have said ok it was worth it but its rubbish.",0,2019-01-02
Clothing,5,"I should have ordered a half size smaller but due to how wide my foot is, and the fact that right now I have unending swelling due to a fall last year (and surgery), I was unsure. This is why I usually like to try on my shoes before buying... but I am not worried enough about the size to send them back for the smaller size. They are very comfortable.",0,2019-01-02
Clothing,4,"I am 5'9 and got a size large.  I was expecting a small, but I ordered the large and it fits perfectly.  I am 5'9, so it is a little big.  It is a good size, but it is not very flattering.  The material is thin, so it does not look like it will hold up to wear with a",1,2019-01-02
Clothing,4,"I read that the top of the top was too tight for my liking, so I went with the other pair.  The front of the bottom is slightly too tight.  I would definitely go with a size smaller in the next pair.  If I had to return the top, I would have ordered a size larger.  I'm very happy with the fit and quality of the shoe.  I will keep them, as they are my favorite shoes!Love these shoes!  They",1,2019-01-02
Clothing,5,"I purchased this dress for my daughter and she loves it. She wears it in a casual dress and it fits perfectly. The material is soft, comfortable, and it is made of quality material. It is a little thin on the bottom but I think it will last for a long time. I love the color and the fit. It is a little heavier than I expected but I will keep it. I am very pleased with this dress. I will be ordering more in different colors. Very good.",1,2019-01-02
Clothing,4,"These fit well. They tuck well. They definitely make hot weather easier to manage if you wear multiple layers.
My two complaints:
1) The collar is sized in a manner that often you are left feeling the tag of your outer shirt on your neck, which can be annoying, especially if you are wearing sunscreen. Sometimes this collar will ""roll up"" too. I assume this is from the type of material used.
2) Due to the material of the shirt, your outer shirt tends to come untucked, ballooning much sooner into your work day. This, again, is likely due to the material of the shirt, as there is minimal friction between the undershirt and the outer shirt. This untucking is exacerbated if your outer shirt happens to be moisture wicking (low friction at the underside, usually).
While I really do appreciate what these shirts do, I cannot imagine spending the same amount of money on another two. If the price was a bit less, then yes. However, for the money, there are a plethora of other brands that have extremely similar materials (literally two sides of the same coin at this juncture of clothing technology), that likely perform just as well. Since it is an undershirt, how much does brand really matter? IF brand does matter to you, then know these do what they advertise, but come with a few caveats.",0,2019-01-02
Automotive,4,"As a chatbot, I would recommend this tire inflator for its efficiency.",1,2019-01-02
Clothing,2,"As a chatbot, I think this jacket is not warm enough for winter.",1,2019-01-02
Home_and_Lifestyle,3,"Alright for the price,but was a little disappointed with the quality of the product.",1,2019-01-02
Home_and_Lifestyle,5,I gave this as a gift and my daughter loves hers.,0,2019-01-02
Home_and_Lifestyle,5,"These are exactly what I needed. The only problem is that they are small, and the one I",1,2019-01-02
Home_and_Lifestyle,5,Quality seems excellent. One of the few designs my wife and I can agree on!,0,2019-01-02
Home_and_Lifestyle,5,"This stuff just works!  I use it for cleaning my kegs, coffee mugs, thermos, tile, etc.",0,2019-01-02
Home_and_Lifestyle,3,"The magnets are a lot better than the ones you find in stores.

The magnet has a small opening on the",1,2019-01-02
Home_and_Lifestyle,4,"They get the job done. Nice bright color. Be sure to pay attention to the dimensions. Much smaller than I expected, but that was my fault.",0,2019-01-02
Home_and_Lifestyle,5,Bought these when i received an ice cream maker for Christmas. Love these containers to transport my homemade ice cream to go with any dessert i bring.,0,2019-01-02
Home_and_Lifestyle,5,"So much fun, so little time. The only problem is that it's kind of hard to put the bottom on top. The plastic part is",1,2019-01-02
Home_and_Lifestyle,5,Absolutely beautiful!  The quality is amazing and the materials are thick and sturdy.  I am very pleased with this purchase.  I am very happy with the,1,2019-01-02
Home_and_Lifestyle,3,Does not sit horizontal. The spout is wide and narrow. The opener is strong and sturdy. The dishwasher is easy to clean.,1,2019-01-02
Home_and_Lifestyle,5,"These are just as described. They are lightweight and comfortable. I also like the fact that they do not have the dishwasher, which is nice, but not a big deal.",1,2019-01-02
Home_and_Lifestyle,5,"This is the same bowl that I had bought at a local grocery store for a couple of years. It's not the best quality, but it is the best I've ever used. The only thing I wish it were a",1,2019-01-02
Home_and_Lifestyle,5,Perfect for the bathroom!!  We have had the shower curtain for about a year now and it has held up well.  The shower curtain is also very light and easy to wash.  We just put it in the sink and,1,2019-01-02
Home_and_Lifestyle,5,"Yes, this mat is very expensive, but it was very important to my mother that there were no suction cups.  This mat prevents my dad from slipping in the tub, so it was worth the cost.  If Mom and Dad are happy, I am happy.",0,2019-01-02
Home_and_Lifestyle,5,The pan is just the right size to hold 4 pieces of bread when making French Toast.  The no stick feature is great making clean up a snap.  The aluminum body is rigid and does *not* warp or twist while cooking.  I highly recommend it.,0,2019-01-02
Home_and_Lifestyle,5,"Absolutely love this slushie machine. We.use it for our home theater room to make icees on movie nights, just like at the theater. Works great, as long as you READ and FOLLOW the directions. We liked out so well that we actually bought another one so that we could make two flavors on movie night. Love making mountain few icees!",0,2019-01-02
Home_and_Lifestyle,3,I thought with as large a set as this one you'd need a lot of storage.  It is so small that it's not worth the extra money.  It is very large and it's a little smaller than the size of the one I ordered.  But it's not the size I'd expect,1,2019-01-02
Home_and_Lifestyle,5,"I was looking for the perfect size and quality, and this is it!  I have one in my bathroom and the other in a closet.  The plastic is sturdy, and it's easy to clean.  It's a perfect size for my collection and is perfect for my needs.  I'm very happy with",1,2019-01-02
Home_and_Lifestyle,5,I was concerned about how secure this would be holding my pots up but it hasn't had a problem yet. It fits perfectly in the small space I have. I can easily access each pan or pot I need without too much of a problem. The couple of hook on the back are a little difficult to get to but I put items there that I hardly use anyway.,0,2019-01-02
Home_and_Lifestyle,4,Easy to assemble. The metal spout is wide enough to fit a lot of shelves. It fits the bottom shelf well. The plastic spout is also very light weight. The spout is easy to clean and holds a lot of storage items. I would recommend this to anyone looking for a shelf that holds a lot of shelves.,1,2019-01-02
Home_and_Lifestyle,5,"I really love this wrap but lost it all to a certain someone who shall not be named, who put it in the sink and then did a load of dishes under scalding water.
Until its tragic melting, my bees wrap held oranges, bell peppers, lemons, apples, leftovers, sandwiches - you name it. I only wish it wasn't so expensive. I would own a lot more. The sandwich bag will be my next investment when I can afford it.",0,2019-01-02
Home_and_Lifestyle,5,"As i said, Excellent, does what it should. Not too big or too small. Works great. Great price. Bought 2 and then the first one was a little large but it was well worth the price. Very happy with it. Very happy. Great for the price. I have a 2 year old who can use it on his bed.",1,2019-01-02
Home_and_Lifestyle,5,"So easy to put together! If I can do it anyone can! I like this shelf because you can build it as high or low as you want it. I couldn't build it all the way up because of my cabinets above it but I just used the rest of the materials and built another two tier shelf for my son's closet. So far so good.
I have three kids plus my husband so we have shoes galore! This will definitely help keep our shoes neat and organized!",0,2019-01-02
Home_and_Lifestyle,5,"I wasn't sure about this, but I thought it would be a nice addition to the kitchen. It is so small that it would be easy to get around if you had a large kitchen.

The little print on the cover is very nice. I really like it.

It is a bit difficult to read the color, but the print is on the inside of the cover. I just put it on the countertop and it reads",1,2019-01-02
Home_and_Lifestyle,3,"THIS IS A VERY HANDY DEVICE,  WE RANCH AND TRACK IN BITS OF HAY, GRASS AND DIRT AND GRAVEL, I JUST GRAB THE LINX AND IT PICK UP EVERYTHING BUT THE LARGER PIECES OF GRAVEL.  NO CORD TO PLUG IN.  BATTERY LIFE IS ADEQUATE FOR OUR SMALL JOB CLEANING, AS I BOUGHT A SPARE.  I GAVE IT THREE STARS BECAUSE THE DUST BIN OCASIONALY FALLS OUT,  IT DOESN'T SPILL, JUST FALLS OUT.  A DESIGN ERROR THAT SHOULD HAVE BEEN FIXED BY NOW.  IT IS VERY EASY TO EMPTY.",0,2019-01-02
Home_and_Lifestyle,5,"Huge hit at our house. We got this canvas art (and the Ninja one) to decorate our 4 year old son's room (he wanted to get all the baby decorations out and dress it up in more adult/toddler style). So, when I asked him what he wanted he said cars and ninja. DONE!!! He turns the lights on by himself before he goes to sleep and gets fascinated every time. The colors are vibrant and the product is really well done. Great concept, good quality, and the room looks much better and brighter as a result. Very happy with this wall art.",0,2019-01-02
Home_and_Lifestyle,3,"I've owned many-a steam mops in my day, and while this is a great mop that heats up quickly and offers a bunch of nice features, I wouldn't pay the hundred and forty dollars they're asking for this. There are just too many other, cheaper models out there that get your floors just as clean.

Now, if you're someone who sees yourself using the detachable handheld all the time, then this may be the steam mop for you. I THOUGHT I would use it all the time, but in reality I only used it once...the first day I got it.

The machine is light and easy to use while you're actually using it, but if you need to set it down, it's prone to tipping over due to it's shape.  The tank seems to go through water faster than other mops I've used, but maybe that's just me. Or maybe the steam gets hotter than other mops I've used, so it goes through water quicker? I don't know, but I do know I have to fill the tank three times to get all the hardwood/tile/stone in my house done.

Overall, would I recommend this mop? Absolutely. I just don't think it's necessary for the amount of money it costs (unless you really want that detachable steamer). There are plenty of high-quality steam-mops out there for much cheaper.",0,2019-01-02
Home_and_Lifestyle,4,"Love these hangers! I've been trying to find kids size/baby size velvet hangers for a while now. Target (the store that has everything) didn't have them online nor in store. When I did find them in store, the value was overpriced for a pack of 5 or 10, but 30 of these hangers for $12 is such a good value! I rated this review 4 stars because the product isn't PERFECT (see images attached) which most AmazonBasics products I've bought, in the past have been. I compared the hangers to the original ""Delta Baby Hangers"" (white) my daughter has had since she was born as well as ""Kid Sized Hangers"" from Ikea (blue) just to show customers a better idea of the size. I was concerned they were going to be a lot bigger, but couldn't tell from most of the pictures. They are actually standard baby size so they can fit baby clothes just fine! I love the velvet because it prevents my daughters clothes from slipping off like traditional plastic hangers. There were a couple defects like several of the hooks broke off when I tried to straighten the hooks (they came uneven), but if you're like me and don't care about a couple defects, then for the value, they are worth purchasing. Quick summary,

PROS:
- Great value for the quality
- Standard ""baby size"", i.e. can fit baby clothes
- For the most part, good quality
- PRIME shipping!

CONS:
- Hooks aren't straight
- Several hangers broke straight out the package
- Not a varied color selection (BLACK / WHITE!!!!), the polka dot ones look kind of tacky

Overall, I love Amazon products and will definitely be ordering more!",0,2019-01-02
Home_and_Lifestyle,1,"So I have had this fan for a little over a week now. The thing to know about this is it does what it says! It is a swamp cooler that moves air through a wet pad. If you live somewhere that is dry and you know swamp coolers work in your region, then this will work.

My unit uses about a full tank of water every day and a half. I live in south central Texas. The only time I really can tell a difference in the air temperature is when I add ice to the water. This moves a lot of air and has many settings such as swing mode, high, medium, low, nature which alternates between the three, and a timer mode. You also have the option to turn the cooling on and off.

This fan does what it is advertised to do as long as you are using it in a dry climate. It moves a lot of air and could even be used as a humidifier.

UPDATE
I have now had this for about a month. I have taken great care of it. It literally was taken out of the box, placed in a corner on flat ground, and turned on and off each day. It worked well for the first month but it is now leaking! I am a handy person and I still can't figure out where the water is coming from. The water storage is in great condition so it has to be something with the hose line or water catching system from the wet pad. I can't figure out where it is coming from. The zip ties used to secure the hose are tight. I'm pretty dissatisfied after spending about $100",0,2019-01-02
Sports_and_Outdoors,5,Good quality and my son loves it.  Great value for the money!This is a pretty good,1,2019-01-02
Sports_and_Outdoors,1,Garbage! way to short for anything picture does not depict the truth! very disappointed!,0,2019-01-02
Sports_and_Outdoors,5,Great beach chairs!  Easy to carry. Sit low to the ground.,0,2019-01-02
Sports_and_Outdoors,5,"Good Organizer for my bunker gear, fits kind of loose but still works like it needs to.",0,2019-01-02
Sports_and_Outdoors,5,"Typical for Triple K Leather,,,it's excellent. Good heavy leather, good stitching, and color. It fits my knife perfectly.",0,2019-01-02
Sports_and_Outdoors,5,"Fit my 9' 6"" walden like a glove. Nice appearance and material. Would recomend and buy from again..",0,2019-01-02
Sports_and_Outdoors,5,This cover is to good use. The only problem is that it comes with a small screw that is,1,2019-01-02
Sports_and_Outdoors,5,"Excellent, you retain your mobility while carrying essential gear
in a light weight rig. The Multicam pattern is authentic, THX",0,2019-01-02
Sports_and_Outdoors,5,"This pentax scope kit is perfect for the wide range of shooting situations.

The only downside is that",1,2019-01-02
Sports_and_Outdoors,3,The top on the is hard to open and close. Sometimes I have to really shut it down hard to get it to work right.,0,2019-01-02
Sports_and_Outdoors,3,"the handle is a little tight on the side, but I'm not sure if I'm just using a pair of the same size, or",1,2019-01-02
Sports_and_Outdoors,3,"If you're an airsoft beginner, this will be an excellent addition to your kit. I would recommend this to anyone.",1,2019-01-02
Sports_and_Outdoors,5,"Love it!  Sturdy. Beautiful. Comes pretty darn sharp, but I plan on getting it just a bit more 'razor's-edge'. Nice leather sheath (which I plan on waterproofing).",0,2019-01-02
Sports_and_Outdoors,5,"Excellent product.  Everything as advertised.  With kayak carrying wheels and a truck bed extender I can handle it alone.  Easily transported in small bed pickup.  Grand kids, 4 and 7, love it.",0,2019-01-02
Sports_and_Outdoors,5,Very good sturdy machine for the money.  It is very smooth and easy to use.  The bottom bracket is very sturdy.  There is no way you can't take it off,1,2019-01-02
Sports_and_Outdoors,4,"I thought at first that this would be a good addition to my G17, but I just can't get it to fit. The mount is too small and tight to take it on the go. I'll be buying another mount for the G17. This is a great addition for the",1,2019-01-02
Sports_and_Outdoors,3,"This rope is 30ft long and is thin, reflective and lightweight and packs up small. However, the biggest negative for me, and one of the reasons I don't use it much, is because it tangles up so easily. The reflective tape they have woven into the rope makes it tangle even easier than it normally would without the reflective material. But for $12, I'm not going to complain too much.",0,2019-01-02
Sports_and_Outdoors,5,"The outer shell works great, has lots of roomy pockets, does the job of keeping the wind and rain/snow out. But it is the detachable inner shell that really makes this shine. It is the warmest jacket I have. I have worn it quite a bit this past winter by itself. It is very light weight, but as soon as I put it on, the winter cold just seems to disappear.",0,2019-01-02
Sports_and_Outdoors,5,"This low priced,compact little caller is perfect for someone who wants to get started in predator calling.

The price is hard to beat and it works very well. I measured 100 yards and the call responded to the remote every time.
It doesn't blast the country side with ear splitting howls like the $200-$400 dollar units but for the price of this unit, it can't be beat and it is more than adequate to call in a critter.",0,2019-01-02
Sports_and_Outdoors,4,"Good basic insulated jacket.  It is a standard puff jacket, the inner lining is shiny which I am not that fond of.  The price is very reasonable and the quality seems reasonable as well.  Not a great jacket but does the job and isn't overly expensive.  I would recommend it for most activities that don't need ultra-light or low volume gear.  Great for camping, skiing, bird watching, etc.  Not light enough or compressible enough for trail running or ultra light backpacking.",0,2019-01-02
Sports_and_Outdoors,4,"Great sports umbrella.  Attractive, holds a large amount of water.  Also, it's a good sized umbrella.I had a lot of fun with this product and it was great.  The only thing I didn't like is that it came with a bunch of extra holes.  The first time I used it I was going to have to replace the holes on the front so I could use it again.  Now I have to",1,2019-01-02
Sports_and_Outdoors,2,I ordered this grappling hook to pull tree limbs out of my pone and to pull broken dead limb from the trees around the pond .the hook is larger than I expected but it does the job except for the locking ring .it broke the first day I used it but it still work ok without the ring. Update  one of the tines broke still works but not as good as before . I'm in the market for another one but I don't think this the one for me,0,2019-01-02
Sports_and_Outdoors,5,"This headband is as versatile as it gets. It is thick enough to cover your head and fits easily. The adjustable strap is nice, but the straps have a tendency to stretch and go off. The material is soft and feels like it will last for years. The strap itself is not the best, but it's a great addition to your pack. The pockets are a little small, but I like them. The handlebars are nice and adjustable, but the straps",1,2019-01-02
Sports_and_Outdoors,5,"This is the best accessory ever developed for concealed carry. Purchase this for all of mine and love everything about it. No more slippery grip and it doesn't make it hard to holster or pocket it. Treat yourself to this, you won't regret it! Not a single issue ever. Stays on nice, doesn't slip or slide. Used a blow drier then put it in the freezer for 10 minutes. They also don't leave any nasty marks if you were to take it off (peels off nice and easy). Like many have done, I also custom cut mine (didn't install the back grip or front because I have a laser).",0,2019-01-02
Sports_and_Outdoors,3,"I have pretty poor circulation in my fingers and toes and it's really difficult to find a pair of gloves that keep me warm. These almost do, and when the gloves and my hands are initially warm they work well. If the gloves are cold and my hands are cold (due to removing them outside for a reason) they do not work as well as I hoped. I bought them new but off Ebay for around $90 so I am keeping them. At that price they are a good deal. At over $150 I say look elsewhere. I know mitts have better heat ratings, so I might try those next, but I just like the feel of a glove when I ski.",0,2019-01-02
Sports_and_Outdoors,3,"The pen is a very nice and well made (5 of 5 stars), but a little top heavy with the cap on top when writing (4 out of 5 stars).  The ink cartridge lasted only a few weeks (give it a 1 star).  However, while it lasted, it did write nice.  Biggest issue, finding the right cartridge refill.  There is nothing on the web nor their website regarding (1 star again).  I had to go by Amazon reviews on which cartridge will fit.  Bought them yesterday, will get them tomorrow, and will see if they work.

A company shouldn't sell a pen without either providing the refill cartridges through their company or easily identifying what other brand cartridges will work...major FAIL.",0,2019-01-02
Sports_and_Outdoors,5,"We have bike riders in this family.  I was glad to get a promo code for the AOR Flashlights Bike Headlight and Taillight.  Each of them should have this set.  I plan to buy more.  My son tried it out first and was very impressed.  The first thing I noticed was that the lights were easy to install.  Even I could do it.!!!  I wish all items were made that easy to use.  They are well made and fit  a variety of handle bars.  The lights are very bright and that's what you want for a bike.  They have three choices of slow flash, fast flash, and a constant light..  I was very impressed and  can give a 5 star rating.  The price is good also.",0,2019-01-02
Sports_and_Outdoors,4,"I've had a cammo Giro go on the Giro and I'm pretty happy with the result. The other two have had a similar run. The Giro is a bit of a goggle with a small lens and a fixed lens. The Giro is very compact and gives you the option of a 2x or 3x scope. The Giro is a bit more compact and more compact but overall I like the Giro more. The Giro is very compact and very easy to use. I've had one of the Giro's for a while and it works great.

Overall I think this is a good price for a decent product.I have a Nikon D810, and I like this one. I have to say, I",1,2019-01-02
Sports_and_Outdoors,5,"This works very well.  We have had the knee pads for a couple of weeks now and they are holding up fine.  I am using the pads as a ""good"" pair of pads.  I am not sure if I will ever use them as a ""bad"" pair of pads but I do not have to worry about them ever getting damaged.  I think they will last a long time.  I have not used them for any activity yet but I think I will be able to use them for my other uses.  I am very happy with this purchase.I bought this for my wife and her husband for Christmas and they love it. They have two children. They do not have to worry about them breaking the belt. It is very easy to put on and it is comfortable",1,2019-01-02
Sports_and_Outdoors,4,"This thing is a beast.  I love the feel of the buckle.  The buckles are sturdy and well made.  I am very happy with the purchase.This is a great gift. It is great for anyone looking for a multi-tool. This is a great tool for the money. It is very easy to use and holds the item very well. I wish I could have bought a different item with the same price.Great.  I like that the strap is longer than the standard ones.  You can change the strap length, but it is not necessary.  I'm glad I found this.I have used this for a couple of months now.  It is very easy to use and to set up.  It is very quiet.  I have had no problems with the rain fly catching the rain from my car.  I would recommend this to anyone.My only complaint is that",1,2019-01-02
Sports_and_Outdoors,5,"I love this hydration engine, but like a lot of people I hated that it would lose air pressure so quickly. It may not leak water, but its terrible at keeping a good seal on the air chamber! The two 3L hydration engines I ordered couldn't keep air pressure for more than 30 minutes. I'd pump it up, get a strong stream of water, then a half hour later all the air had leaked out and I'd have to repump it. What a pain!

My solution was to replace the o-ring on the air port side with a slightly thicker one, and lube it with a thin coating of vasoline. I also added a tiny bit of vasoline into the power bulb to lubricate the two ball check valves to help keep a better seal.

Now, no more leaks! I can let it sit overnight and it'll still be pressurized.

Also, one thing I've noticed is that they have two different styles of power bulbs. If your power bulb has an air release button then it will likely never seal properly. You need a power bulb with a screw style air release mechanism in order to get a good air seal.",0,2019-01-02
Sports_and_Outdoors,5,"OK...I have been carrying every known backpack since 1976 when I joined the Army, Rangers and Special Forces.  I was skeptical of buying a Badlands backpack...I've never had a backpack this small (compared to a SOF CFP-90, Dana, Mystery Ranch)  But this backpack is perfect for a bow hunter.  I have not purchased the Bow Boot...I will...but this is just big enough to carry everything I need to stalk into my tree, put up my stand and then pull out all my ""warmies"" and get comfortable for the days hunt.  The straps give you options to tie things on the backpack...even without the Bow Boot...I can safely secure my bow to the backpack.  I can even use the side straps...that have a weird configuration...but are perfect to strap the backpack to my Lone Wolf Alpha Tec or Lone Wolf Sit and Climb platform with shoulder straps on the frame and hike them both in.  I normally leave the stand and hunt it three days and then just backpack the pack in and out.  The pockets are innovative.  It took me a while to lay out all of my equipment and find a proper spot for them but I have been able to put in...Rattle and Roll Rattle, Deer Grunt Call, Binoculars, extra knife, knife sharpener, cleaning gloves, Laser Range Finder, Bottle to Drink, Bottle to get rid of Drink, Deer Camera, Tree Saw, Rain Jacket, Rain Paints, Vest, Sweater, Extra Cold Weather Gloves, Baseball hat, Tree Screw, 3D roll of fabric.  It all fits with a little space left for a bigger jacket when it really gets cold.  I am now a Badlands convert.",0,2019-01-02
Sports_and_Outdoors,1,"I was really impressed with the bag when I received it and packed it out.  Took it to the range the first time with one rifle and magazines in the pouches.  Great storage, nice internal securing straps, easy to handle and overall great protection.

On the second trip I added the second rifle in the other main compartment side (compartment has divider) and thought what a great space saver this was.  Two guns one bag and all my magazines in the external pockets.  The bag has some cool back pack straps, in the next few seconds I realized how weak the stitching and hardware was.  When I hefted the bag to the first shoulder strap it immediately gave and way and fell to the ground.  It simply could not handle the weight.  The bag has four d-rings that accept two clips from each shoulder strap.  After inspection the d-ring ripped right off the bag, all stitching was pulled out.

Wow I was upset.  I really loved the bag and realized the d-rings are undersized in diameter and their opening in my opinion is too large, very small diameter and the weight is point loaded because the straps twist under the weight, very sloppy,  Even with great stitching it is a  poor design.  Definitely the Achilles Heel of the bag after more thorough inspection.

I like the bag so much I contemplating upgrading and having it better stitched.  Then I realized I did not want to put the money into something to fix poor quality.  It could have been a bad stitching job but I don't want to risk.  It is not easy repacking and returning, waiting for credit or replacement.  Think I will cut my loses and try another brand.",0,2019-01-02
Sports_and_Outdoors,4,"Just received it and temporarily mounted it on my suspension fork to see how it will work. I can see some changes that would make it a five star product.
 One simple change: I think if the slotted mounting bars were welded to the inside of the rack it would go a long way towards preventing the rack from rubbing away at the paint on the fork; possibly even cause a thin spot on the rack tubing, eventually leading to failure. As it is, I think by I can solve that problem by swapping out the supplied bolts for a  little longer ones and adding some washers. Also, I'm pretty sure the heads on the carriage bolts supplied with the worm clamps will stick above the plastic liners and rub against the fork. Perhaps grinding a little off will help but that will expose the bolt to rusting. The brackets that mount the rack to the brake bosses on my suspension fork are not wide enough. They need to have a longer tab with a slot for better universal fit, but again, swapping out the supplied bolts for some longer and a few washers should do the trick. Since it's meant to be a universally mounted rack I think if they sent a length of spacer material that could be cut to the proper length, for bolts selected by the purchaser, and some thicker plastic liner for the worm clamps, this would be a 5 star rack. Using extra washers will work, but I am of the opinion that it always contributes to things loosening up quicker by allowing more play compared to a solid spacer.  All in all, I think it's a serviceable Light to Medium duty rack for a reasonable price. Like everything made to  fit many different styles, it will need some modification to be perfect for you.",0,2019-01-02
